Código,Localização,Categoria,Comissão,Endereço,Cama Casal,Cama Solteiro,Cama Queen,Cama King,Sofá Cama Solteiro,Travesseiros,Banheiros,Taxa de Limpeza,Capacidade,Hotel,Data Inicial do contrato,Status,Tipo
ELUO101,JUR,TOP1Q,"0,20","Rua Professor Renato Barbosa, 227, Jurerê, CEP 88053-640, Edifício Lúnico, Florianópolis – SC",00,00,01,00,0,04,"1,00","196,00",04,Não,28/10/2020,Inativo,Apartamento
ELUO107,JUR,TOP1Q,"0,20","Rua Professor Renato Barbosa, 227, CEP 88053-640, Edifício Lúnico, Florianópolis – SC",00,00,01,00,0,04,"1,50","191,00",04,Não,28/10/2020,Inativo,Apartamento
LIB203,ING,SUP2Q,"0,20","Rua das Dunas, 125, Condomínio La Isla Bonita, Bloco A, Apto203, Ingleses, Florianópolis-SC",00,03,01,00,0,05,"2,00","276,00",05,Não,30/10/2020,Ativo,Apartamento
MDS018,ING,JR3Q,"0,20","Rua Vereador Onildo Lemos, 2148, Bloco A, Apto 18, Praia do Santinho, Florianópolis – SC",02,02,00,00,0,06,"2,00","314,00",06,Não,02/11/2020,Ativo,Apartamento
JBV327,JBV,TOP,"0,10","Alameda César Nascimento, 646, apto 327 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,05,"1,00","0,00",05,Sim,06/11/2020,Ativo,Dentro do Hotel
JBV325,JBV,JR,"0,10","Alameda César Nascimento, 646, apto 325 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,04,"1,00","0,00",03,Sim,06/11/2020,Ativo,Dentro do Hotel
CCO103,ING,SUP2Q,"0,20","Rua Abel Álvares Cabral Júnior, número 670, Apto 103, Ingleses, Florianópolis – SC",02,00,00,00,0,04,"2,00","230,00",04,Não,09/11/2020,Inativo,Apartamento
STO1269,STO,JR2Q,"0,10","Praia do - Estr. Ver. Onildo Lemos, 2505, torre 1, apto 269 - Santinho, Florianópolis - SC, 88058-700",00,00,02,00,0,04,"2,50","0,00",04,Sim,06/11/2020,Inativo,Dentro do Hotel
STO1270,STO,JR1Q,"0,10","Praia do - Estr. Ver. Onildo Lemos, 2505, torre 1, apto 270 - Santinho, Florianópolis - SC, 88058-700",00,00,01,00,0,04,"1,00","0,00",02,Sim,06/11/2020,Inativo,Dentro do Hotel
JAY404,JUR,MASTER4Q,"0,20","Avenida Dos Búzios, 1.136, apartamento 404, Jurerê Internacional, Florianópolis/SC, CEP 88.053-300",00,01,01,01,0,05,"2,50","292,00",05,Não,11/11/2020,Inativo,Apartamento
RVG208,ING,TOP2Q,"0,20","Residencial Villa Giardino, Rua das Gaivotas, número 2383 - APTO 208 B2, Ingleses, Florianópolis – SC",02,00,00,00,1,05,"2,00","255,00",05,Não,11/11/2020,Ativo,Apartamento
CCP201,CAN,SUP1Q,"0,20","Rodovia Tertuliano de Brito Xavier, 688 - bloco A3 apto 201 - Torre Bragança do Condomínio Cidades Portuguesas – Canasvieiras, Florianópolis – SC - CEP: 88054-600",01,00,00,00,0,04,"1,00","191,00",04,Não,16/11/2020,Ativo,Apartamento
RSM102,ING,JR2Q,"0,20","Avenida Internacional, 303, apto 102, – Bairro Ingleses do Rio Vermelho – Florianópolis – SC",02,00,00,00,2,06,"2,00","286,00",06,Não,17/11/2020,Inativo,Apartamento
ILC4215,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 4, ap 215",00,01,01,00,0,05,"1,00","0,00",05,Sim,16/11/2020,Inativo,Dentro do Hotel
JSR112,JUR,SUP1Q,"0,20","Rua Francisco Gouveia, 34 apto 112, Jurerê Summer Resort - Jurerê - CEP: 88053-645",00,00,01,00,0,05,"1,00","220,00",05,Não,17/11/2020,Ativo,Apartamento
ILC2108,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 2, ap 108",00,00,01,00,0,04,"1,00","0,00",04,Sim,23/11/2020,Ativo,Dentro do Hotel
ILC4214,ILC,JR,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 4, ap 214",00,00,01,00,0,04,"1,00","0,00",04,Sim,24/11/2020,Ativo,Dentro do Hotel
ILC4415,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 4, ap 415",00,00,01,00,0,04,"1,00","0,00",04,Sim,25/11/2020,Ativo,Dentro do Hotel
ILC2109,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 2, ap 109",00,00,01,00,0,04,"1,00","0,00",04,Sim,27/11/2020,Ativo,Dentro do Hotel
RCD305,ING,SUP2Q,"0,20","Residencial Caminho das Dunas, Rua Servidão Caminho das Dunas, 148, apto 305 bloco A - Florianópolis – SC.",02,00,00,00,0,04,"2,00","230,00",04,Não,30/11/2020,Inativo,Apartamento
CBB001,CAN,JR2Q,"0,20","Rua Dr João de Oliveira, 828 - Condomínio Bahia Blanca. Canasvieiras, Florianópolis – SC.",00,01,02,00,0,07,"1,00","273,00",07,Não,03/12/2020,Inativo,Apartamento
ILC3503,ILC,TOPM,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 3, ap 503",00,00,01,00,0,04,"1,00","0,00",04,Sim,03/12/2020,Ativo,Dentro do Hotel
ILC1409,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 1, ap 409",00,00,01,00,0,04,"1,00","0,00",01,Sim,07/12/2020,Inativo,Dentro do Hotel
PIX101,ING,SUP2Q,"0,20","Servidão Luiz Flôr Francisco, Ingleses do Rio Vermelho, Florianópolis - SC - CEP 88058493",02,00,00,00,0,06,"1,00","249,00",06,Não,04/12/2020,Inativo,Apartamento
SDP206,ING,JR2Q,"0,20","Rua dos Tubarões, 196 - Ingleses do Rio Vermelho, Florianópolis - SC - CEP: 88058-690",01,02,00,00,0,04,"2,00","250,00",04,Não,07/12/2020,Ativo,Apartamento
EAB203,ING,JR2Q,"0,20","Rua das Gaivotas, 1085 - Ingleses do Rio Vermelho, Florianópolis – SC",00,02,01,00,0,04,"1,00","250,00",04,Não,08/12/2020,Ativo,Apartamento
FEM406,ING,SUP1Q,"0,20","Rua Brisamar, 142 - Ingleses Norte, Florianópolis/SC – CEP 88.058-570",00,00,01,00,2,06,"1,00","241,00",06,Não,07/12/2020,Inativo,Apartamento
RSY101,ING,SUP2Q,"0,20","Rua dos Canudos, 573 - Residencial Sylvinha - Ingleses do Rio Vermelho, Florianópolis/SC - CEP: 88058-560.",01,03,00,00,0,05,"2,00","269,00",05,Não,09/12/2020,Inativo,Apartamento
RVG202,ING,SUP3Q,"0,20","Rua das Gaivotas 2383, Ingleses Norte, Florianópolis – SC",02,00,01,00,0,06,"3,00","306,00",06,Não,09/12/2020,Inativo,Apartamento
ILC2403,ILC,JR,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 2, ap 403",00,00,01,00,0,04,"1,00","0,00",04,Sim,14/12/2020,Ativo,Dentro do Hotel
ELU109,JUR,TOP1Q,"0,20","Rua Professor Renato Barbosa, 227 - L’unico Residence - Jurerê, Florianópolis – SC.",01,00,00,00,0,04,"1,50","204,00",04,Não,15/12/2020,Ativo,Apartamento
ILC1309,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 1, ap 309",00,00,01,00,0,04,"1,00","0,00",04,Sim,17/12/2020,Ativo,Dentro do Hotel
ATL018,LAG,MASTER1Q,"0,20","Rod. Antonio Luís Moura Gonzaga 95, Cond Vilas do Porto, Aldeia I, casa 18 - Rio Tavares - Florianópolis – SC",00,00,01,00,0,02,"1,00","172,00",02,Não,16/12/2020,Ativo,Apartamento
JBV127,JBV,TOP,"0,10","Alameda César Nascimento, 646, apto 127 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,05,"1,00","0,00",05,Sim,21/12/2020,Inativo,Dentro do Hotel
ILC2307,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 2, ap 307",00,00,00,00,0,00,"0,00","0,00",04,Sim,21/12/2020,Ativo,Dentro do Hotel
MISA322,LAG,HOUSIM3Q,"0,20","Casa A, Rua Manoel Isidoro da Silveira, 322 - Lagoa da Conceição, Florianópolis – SC.",03,00,00,00,0,08,"3,00","340,00",08,Não,21/12/2020,Inativo,Casa
MISB322,LAG,HOUSIM3Q,"0,20","Casa B, Rua Manoel Isidoro da Silveira, 322 - Lagoa da Conceição, Florianópolis – SC.",02,04,00,00,0,10,"2,00","364,00",10,Não,21/12/2020,Inativo,Casa
JBV155,JBV,JR,"0,10","Alameda César Nascimento, 646, apto 155 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,04,"1,00","0,00",03,Sim,23/12/2020,Ativo,Dentro do Hotel
SMR002,ING,HOUSIM2Q,"0,20","Servidão Maria Ramos Gama, casa 2 - Ingleses do Rio Vermelho, Florianópolis – SC - CEP: 88058-742",00,02,01,00,1,06,"1,50","337,00",06,Não,21/12/2020,Inativo,Casa
JBV226,JBV,JR,"0,10","Alameda César Nascimento, 646, apto 226 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,04,"1,00","0,00",03,Sim,21/12/2020,Inativo,Dentro do Hotel
RBT708,UFSC,SUP2Q,"0,20","Rua Ogê Fortkamp, 111, Apto 708, Bloco C- Condomínio Residencial Boulevard Trindade - Trindade, Florianópolis - SC, 88036-610",00,00,00,00,0,00,"0,00","0,00",00,Não,28/12/2020,Inativo,Apartamento
RTG208,ING,TOP2Q,"0,20","Rua Ilha das Galés, 380, apto 208, bloco D - Ingleses Norte - Florianópolis/SC - CEP: 88058-581",00,02,01,00,0,04,"2,00","250,00",04,Não,05/01/2021,Ativo,Apartamento
ELU103,JUR,SUP2Q,"0,20","Rua Prof. Renato Barbosa, 227, apto 103 - Jurerê - Florianópolis/SC - CEP 88053-640",02,00,00,00,0,04,"2,00","236,00",04,Não,05/01/2021,Inativo,Apartamento
AGAA5402,LAG,SUP1Q,"0,20",,00,00,01,00,0,04,"2,00","215,00",04,Não,06/01/2021,Ativo,Apartamento
AGAB5402,LAG,SUP1Q,"0,20","Rodovia Admar Gonzaga, 5402, studio 1 - Lagoa da Conceição, Florianópolis/SC - CEP: 88062-001",01,00,00,00,0,02,"1,00","169,00",02,Não,06/01/2021,Ativo,Apartamento
AGAC5402,LAG,SUP1Q,"0,20","Rodovia Admar Gonzaga, 5402, studio 2 - Lagoa da Conceição, Florianópolis/SC - CEP: 88062-001",01,00,00,00,0,02,"1,00","169,00",02,Não,06/01/2021,Ativo,Apartamento
PAA001,LAG,SIM1Q,"0,20","Pousada Alto Astral, Servidão Bertolina Felicidade de Souza, 51, ap 001 - Barra da Lagoa, Florianópolis - SC - CEP: 88061-424",01,02,00,00,0,04,"1,00","219,00",04,Não,29/01/2021,Inativo,Apartamento
PAA002,LAG,SIM1Q,"0,20","Pousada Alto Astral, Servidão Bertolina Felicidade de Souza, 51, ap 002 - Barra da Lagoa, Florianópolis - SC - CEP: 88061-424",01,00,00,00,0,04,"1,00","196,00",04,Não,29/12/2020,Inativo,Apartamento
EAG916,CEN,TOP1Q,"0,25","Rua Esteves Júnior, 496 - Edifício Algarve II - Florianópolis – SC",01,00,00,00,1,03,"1,00","190,00",03,Não,11/01/2021,Inativo,Apartamento
TLS901,CAM,HOUTOP5Q,"0,20","Rua Tereza Lopes, 901 - CEP: 88066-065. Campeche, Florianópolis – SC",05,01,00,00,0,11,"3,50","485,00",11,Não,11/01/2021,Ativo,Casa
RILS139,LAG,HOUJR5Q,"0,20","Rua Rita Lourenço da Silveira, 139 - Lagoa da Conceição, Florianópolis/SC - CEP:88062-060",03,00,03,00,1,11,"4,00","452,00",11,Não,15/01/2021,Ativo,Casa
MHC202,ING,TOP2Q,"0,20","Rua Dom João Becker, 2000, apto 202 - bloco A - Santinho/Ingleses, Florianópolis/SC – CEP: 88058-700",00,02,01,00,2,06,"2,00","300,00",06,Não,15/01/2021,Inativo,Apartamento
ILC2415,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 2, ap 415",00,00,01,00,0,04,"1,00","0,00",04,Sim,18/01/2021,Ativo,Dentro do Hotel
RPI202,JUR,SUP2Q,"0,20","Rua Jurerê Tradicional, 300, apto 202 - Jurerê, Florianópolis – SC",02,00,00,00,0,04,"2,00","230,00",04,Não,15/01/2021,Inativo,Apartamento
JBV125,JBV,JR,"0,10","Alameda César Nascimento, 646, apto 125 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,04,"1,00","0,00",03,Sim,22/01/2021,Ativo,Dentro do Hotel
ILC2416,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 2, ap 416",00,00,01,00,0,04,"1,00","0,00",04,Sim,27/01/2021,Inativo,Dentro do Hotel
COG1202,ING,TOP1Q,"0,20","Rua Vereador Onildo Lemos, 1999, apto 1202 - Costão das Gaivotas. Ingleses, Florianópolis – SC",,,,,,,,,,Não,27/01/2021,Onboarding,Apartamento
ILC4502,ILC,MASTER,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 4, ap 502",02,00,00,00,0,06,"2,00","0,00",06,Sim,26/01/2021,Ativo,Dentro do Hotel
STI210,ING,SUP1Q,"0,20","Rua Adiles Della Giustina, 105, apto 201 - Ingleses do Rio Vermelho, Florianópolis - SC - CEP 88058-522, Florianópolis – SC",00,00,01,00,0,04,"1,00","196,00",04,Não,29/01/2021,Ativo,Apartamento
STI209,ING,SUP1Q,"0,20","Rua Adiles Della Giustina, 105 - Ingleses do Rio Vermelho, Florianópolis - SC - CEP 88058-522, Florianópolis – SC",00,00,01,00,0,04,"1,00","196,00",04,Não,01/02/2021,Ativo,Apartamento
HAV103,CEN,TOP1Q,"0,20","Rua Crispim Mira, 459, Centro. CEP 88020 - 540, Florianópolis – SC",00,00,01,00,1,03,"1,00","188,00",03,Não,01/02/2021,Ativo,Apartamento
JBV115,JBV,JR,"0,10","Alameda César Nascimento, 646, apto 115 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,04,"1,00","0,00",03,Sim,05/02/2021,Ativo,Dentro do Hotel
STI109,ING,SUP1Q,"0,20","Rua Adiles Della Giustina, 105 - Ingleses do Rio Vermelho, CEP 88058-522. Florianópolis – SC",00,00,01,00,0,04,"1,00","196,00",04,Não,09/02/2021,Ativo,Apartamento
SOL001,SOL,SUP,"0,10","Solar do Oriente - Yurt Ecovillage, Av Irineu Borhausen, s/n, yurt 001, São Joaquim/SC - CEP: 88600-000",00,00,01,00,1,03,"1,00","0,00",03,Sim,03/02/2021,Inativo,Dentro do Hotel
LIN203,CEN,TOP1Q,"0,20","Rua Felipe Schmidt, 1102, 7º pavimento, apto 203 - Centro, Florianópolis – SC",00,02,00,00,0,04,"1,00","186,00",04,Não,12/02/2021,Ativo,Apartamento
ILC4208,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 4, ap 208",01,00,00,00,0,04,"1,00","0,00",04,Sim,16/02/2021,Ativo,Dentro do Hotel
BOU201,CAN,JR1Q,"0,25","Rua Hypólito Gregorio Pereira, 137, apto 201, Canasvieiras- Florianópolis/SC",00,02,01,00,0,04,"1,00","202,00",04,Não,12/02/2021,Ativo,Apartamento
CIL104,JUR,TOP3Q,"0,20","Rua das Piraúnas, n. 1540, apto 104-B - Jurerê Tradicional, Florianópolis/SC - CEP: 88053-418",02,00,01,00,0,06,"3,50","313,00",06,Não,18/02/2021,Inativo,Apartamento
VISE030,CEN,HOUTOP2Q,"0,25","Rua Felipe Schmidt, 1066, casa 030 - Centro, Florianópolis/SC - CEP 88010-002",01,01,00,00,1,04,"3,00","258,00",04,Não,18/02/2021,Ativo,Casa
TOCA151,CAM,HOUJR2Q,"0,25","Rua das Corujas, 151 - Campeche, Florianópolis - SC - CEP 88063-287",01,02,00,00,0,04,"1,00","255,00",04,Não,19/02/2021,Ativo,Casa
ILC3206,ILC,JR,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 3, ap 206",00,00,01,00,0,04,"1,00","0,00",04,Sim,19/02/2021,Inativo,Dentro do Hotel
PATY001,PAT,JR,"0,10","Rua Jorge Cherem, n. 95, ap 001, CEP 88053-620. Jurere Leste, Florianópolis - SC.",00,00,00,00,0,00,"0,00","0,00",00,Sim,19/02/2021,Inativo,Dentro do Hotel
PATY002,PAT,JR,"0,10","Rua Jorge Cherem, n. 95, ap 002, CEP 88053-620. Jurere Leste, Florianópolis - SC",00,00,01,00,0,02,"1,00","0,00",02,Sim,19/02/2021,Inativo,Dentro do Hotel
PATY003,PAT,JR,"0,10","Rua Jorge Cherem, n. 95, ap 003, CEP 88053-620. Jurere Leste, Florianópolis - SC",00,00,01,00,0,02,"1,00","0,00",02,Sim,19/02/2021,Inativo,Dentro do Hotel
PATY004,PAT,JR,"0,10","Rua Jorge Cherem, n. 95, ap 004, CEP 88053-620. Jurere Leste, Florianópolis - SC",00,00,01,00,0,02,"1,00","0,00",02,Sim,19/02/2021,Inativo,Dentro do Hotel
RPC306,CAN,SUP2Q,"0,20","Rod. Virgílio Várzea, 4570, apto 306, Bloco Q - Canasvieiras, Florianópolis/SC - CEP: 88054-605",00,02,01,00,0,06,"1,00","269,00",06,Não,23/02/2021,Ativo,Apartamento
CIM1007,CEN,TOP1Q,"0,25","Avenida Mauro Ramos, n. 1512, apto 1007, Condomínio Cidade Milano - Centro, Florianópolis/SC - CEP 88020-302",,,,,,,,,,Não,24/02/2021,Onboarding,Apartamento
SOL002,SOL,SUP,"0,10","Solar do Oriente - Yurt Ecovillage, Av Irineu Borhausen, s/n, yurt 002, São Joaquim/SC - CEP: 88600-000",00,00,00,01,1,03,"1,00","0,00",03,Sim,24/02/2021,Inativo,Dentro do Hotel
SOL003,SOL,SUP,"0,10","Solar do Oriente - Yurt Ecovillage, Av Irineu Borhausen, s/n, yurt 003, São Joaquim/SC - CEP: 88600-000",00,00,00,01,1,03,"1,00","0,00",03,Sim,24/02/2021,Inativo,Dentro do Hotel
SOL004,SOL,SUP,"0,10","Solar do Oriente - Yurt Ecovillage, Av Irineu Borhausen, s/n, yurt 004, São Joaquim/SC - CEP: 88600-000",00,00,00,01,1,03,"1,00","0,00",03,Sim,24/02/2021,Inativo,Dentro do Hotel
SOL005,SOL,SUP,"0,10","Solar do Oriente - Yurt Ecovillage, Av Irineu Borhausen, s/n, yurt 005, São Joaquim/SC - CEP: 88600-000",00,00,00,01,1,03,"1,00","0,00",03,Sim,24/02/2021,Inativo,Dentro do Hotel
SOL006,SOL,SUP,"0,10","Solar do Oriente - Yurt Ecovillage, Av Irineu Borhausen, s/n, yurt 006, São Joaquim/SC - CEP: 88600-000",00,00,00,01,1,03,"1,00","0,00",03,Sim,24/02/2021,Inativo,Dentro do Hotel
ICO202,CAN,SIM1Q,"0,20","R. Hipólito Gregório Pereira, 393, apto 202 - Canasvieiras, Florianópolis/SC - CEP: 88054-210",02,01,00,00,0,05,"1,00","230,00",05,Não,25/02/2021,Inativo,Apartamento
JBM301,JUR,TOP1Q,"0,25","R. Jornalista Haroldo Callado, 305, apto 301 - Jurerê, Florianópolis/SC - CEP: 88053-600",01,00,00,00,2,04,"1,00","206,00",04,Não,25/02/2021,Ativo,Apartamento
SEJ052,ING,HOUJR6Q,"0,20","Servidão do Jornalista, casa 52 - Ingleses Norte, Florianópolis/SC - CEP: 88058-724",04,04,00,00,0,12,"4,00","576,00",12,Não,26/02/2021,Ativo,Casa
JBV106,JBV,JR,"0,10","Alameda César Nascimento, 646, apto 106 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,03,"1,00","0,00",03,Sim,01/03/2021,Ativo,Dentro do Hotel
JBV108,JBV,TOP,"0,10","Alameda César Nascimento, 646, apto 108 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,05,"1,00","0,00",05,Sim,01/03/2021,Ativo,Dentro do Hotel
JBV173,JBV,JR,"0,10","Alameda César Nascimento, 646, apto 173 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,03,"1,00","0,00",03,Sim,01/03/2021,Ativo,Dentro do Hotel
ILC4102,ILC,TOP,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 4, ap 102",00,00,01,00,0,04,"1,00","0,00",04,Sim,21/06/2019,Ativo,Dentro do Hotel
TER301,ING,SUP2Q,"0,20","Servidão Manoel Fernandes Nunes, n. 51, apto 301 - Ingleses, Florianópolis/SC – CEP: 88.058-710",01,03,00,00,1,06,"2,00","295,00",06,Não,02/03/2021,Ativo,Apartamento
SBR304,ING,SUP2Q,"0,20","Estrada Vereador Onildo Lemos, n. 2050, apto 304 - Santinho, Florianópolis/SC - CEP: 88.058-400",01,03,00,00,1,06,"2,00","295,00",06,Não,02/03/2021,Ativo,Apartamento
LEN203,ING,TOP2Q,"0,20","Rua dos Tubarões, n. 164, apto 203 - Ingleses, Florianópolis/SC - CEP: 88.058-690",00,03,01,00,1,06,"2,00","295,00",06,Não,02/03/2021,Ativo,Apartamento
VER102,ING,SUP2Q,"0,20","Servidão Ipê do Costão, n. 32, apto 102 - bloco B - Santinho, Florianópolis/SC - CEP: 88.058-826",01,03,00,00,1,06,"2,00","295,00",06,Não,02/03/2021,Ativo,Apartamento
SLA402,SLA,SUP,"0,10","Slaviero Acquamar Ingleses - R. das Gaivotas, 1114, apto 402 - Ingleses, Florianópolis - SC, 88058-500.",00,00,01,00,2,04,"1,00","0,00",04,Sim,03/03/2021,Ativo,Dentro do Hotel
SLA401,SLA,SUP,"0,10","Slaviero Acquamar Ingleses, R. das Gaivotas, 1114, apto 401 - Ingleses, Florianópolis - SC, 88058-500.",01,01,00,00,1,04,"1,00","0,00",04,Sim,03/03/2021,Ativo,Dentro do Hotel
MAV001,JUR,SIM1Q,"0,20","Rodovia Tertuliano de Brito Xavier, n. 3415, apto 001, Chalé Sinimbu - Jurerê, Florianópolis – SC, CEP: 88054-601",01,00,00,00,0,02,"1,00","169,00",02,Não,12/03/2021,Ativo,Apartamento
MAV002,JUR,SIM1Q,"0,20","Rodovia Tertuliano de Brito Xavier, n. 3415, apto 002, Chalé Sinimbu - Jurerê, Florianópolis – SC, CEP: 88054-601",01,00,00,00,0,02,"1,00","169,00",02,Não,12/03/2021,Ativo,Apartamento
JBV334,JBV,JR,"0,10","Alameda César Nascimento, 646, apto 334 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,03,"1,00","0,00",03,Sim,18/03/2021,Ativo,Dentro do Hotel
ILC3404,ILC,JR,"0,10","Il Campanario Village Resort - Av. dos Búzios, 1760 - Jurerê Internacional, torre 3, ap 404",00,00,01,00,0,04,"1,00","0,00",04,Sim,19/03/2021,Ativo,Dentro do Hotel
REM106,ING,JR2Q,"0,20","R. Ruth Pereira, n. 94, apto 106 - Ingleses do Rio Vermelho, Florianópolis - SC, CEP 88058-640",01,01,00,00,0,05,"1,00","264,00",05,Não,24/03/2021,Inativo,Apartamento
SBR402,ING,JR2Q,"0,20","Vereador Onildo Lemos, n. 2050, apto 402 - Santinho, Florianópolis - SC, CEP 88058-700",01,04,00,00,0,06,"2,00","312,00",06,Não,25/03/2021,Ativo,Apartamento
VER003,ING,JR2Q,"0,20","Servidão Ipê do Costão, n. 32, bloco B, apto 03 - Ingleses do Rio Vermelho, Florianópolis – SC, CEP 88.058-826",01,04,00,00,0,06,"2,00","312,00",06,Não,25/03/2021,Inativo,Apartamento
VMB001,VMB,SUP,"0,10","Travessa Anajé, n.90, apto 001 - Rio Tavares, Florianópolis - SC, CEP 88048-387",00,06,00,00,0,10,"0,00","0,00",10,Sim,26/03/2021,Inativo,Dentro do Hotel
VMB002,VMB,SUP,"0,10","Travessa Anajé, n.90, apto 002 - Rio Tavares, Florianópolis - SC, CEP 88048-387",00,00,00,00,0,00,"0,00","0,00",00,Sim,26/03/2021,Inativo,Dentro do Hotel
VMB003,VMB,SUP,"0,10","Travessa Anajé, n.90, apto 003 - Rio Tavares, Florianópolis - SC, CEP 88048-387",01,00,00,00,0,04,"0,00","0,00",04,Sim,26/03/2021,Inativo,Dentro do Hotel
JBV407,JBV,TOP,"0,10","Alameda César Nascimento, 646, apto 407 - Jurerê, Florianópolis - SC, 88053-500",00,01,01,00,0,05,"1,00","0,00",05,Sim,30/03/2021,Ativo,Dentro do Hotel
JOC456,CEN,SUP1Q,"0,20","R. João Carvalho, n. 456 - Agronômica, Florianópolis - SC, CEP 88025-010",01,00,00,00,1,03,"1,00","206,00",03,Não,30/03/2021,Ativo,Apartamento
PATY005,PAT,JR,"0,10","Rua Jorge Cherem, n. 95, ap 005, CEP 88053-620. Jurere Leste, Florianópolis - SC",01,00,00,00,0,02,"1,00","0,00",02,Sim,31/03/2021,Inativo,Dentro do Hotel
PATY006,PAT,TOP,"0,10","Rua Jorge Cherem, n. 95, ap 006, CEP 88053-620. Jurere Leste, Florianópolis - SC",01,00,00,00,0,02,"1,00","0,00",02,Sim,31/03/2021,Inativo,Dentro do Hotel
RPC308,CAN,SUP2Q,"0,25","Rod. Virgílio Várzea, 4570, Bloco G, apto 308 - Canasvieiras, Florianópolis/SC - CEP: 88054-605",00,04,01,00,0,06,"1,00","292,00",06,Não,31/03/2021,Ativo,Apartamento
VMB004,VMB,SUP,"0,10","Travessa Anajé, n.90, apto 004 - Rio Tavares, Florianópolis - SC, CEP 88048-387",01,02,00,00,0,04,"0,00","0,00",04,Sim,06/04/2021,Inativo,Dentro do Hotel
FDU003,ING,SIM1Q,"0,25","Rod. João Gualberto Soares, n. 8126, apto 003 - Ingleses do Rio Vermelho, Florianópolis - SC, CEP 88060-000",01,00,00,00,0,04,"1,00","196,00",04,Não,06/04/2021,Ativo,Apartamento
FDU004,ING,SIM1Q,"0,25","Rod. João Gualberto Soares, n. 8126, apto 004 - Ingleses do Rio Vermelho, Florianópolis - SC, CEP 88060-000",01,00,00,00,0,04,"1,00","196,00",04,Não,06/04/2021,Ativo,Apartamento
FDU005,ING,JR1Q,"0,25","Rod. João Gualberto Soares, n. 8126, apto 005 - Ingleses do Rio Vermelho, Florianópolis - SC, CEP 88060-000",02,00,00,00,0,06,"1,00","231,00",06,Não,06/04/2021,Ativo,Apartamento
FDU006,ING,JR1Q,"0,25","Rod. João Gualberto Soares, n. 8126, apto 006 - Ingleses do Rio Vermelho, Florianópolis - SC, CEP 88060-000","2,00","0,00","0,00","0,00","0,00","6,00","1,00","231,00","6,00",Não,06/04/2021,Ativo,Apartamento
FDU007,ING,SIM1Q,"0,25","Rod. João Gualberto Soares, n. 8126, apto 007 - Ingleses do Rio Vermelho, Florianópolis - SC, CEP 88060-000","1,00","0,00","0,00","0,00","0,00","4,00","1,00","196,00","4,00",Não,06/04/2021,Ativo,Apartamento
FDU008,ING,SIM1Q,"0,25","Rod. João Gualberto Soares, n. 8126, apto 008 - Ingleses do Rio Vermelho, Florianópolis - SC, CEP 88060-000","1,00","0,00","0,00","0,00","0,00","2,00","1,00","169,00","2,00",Não,06/04/2021,Ativo,Apartamento
DOV208,ING,TOP2Q,"0,25","R. Ilha das Galés, 272, apto 208, Bloco B - Ingleses Norte, Florianópolis - SC, CEP 88058-580","1,00","2,00","0,00","0,00","0,00","6,00","2,00","277,00","6,00",Não,15/04/2021,Ativo,Apartamento
